# Flowama container motion track
# tick,px,py,pz,qx,qy,qz,qw
624,0,0,0,0,0,0,1
625,0,0,0,0,0,0,1
626,0,0,0,0,0,0,1
627,0,0,0,0,0,0,1
628,0,0,0,0,0,0,1
629,0,0,0,0,0,0,1
630,0,0,0,0,0,0,1
631,0,0,0,0,0,0,1
632,0,0,0,0,0,0,1
633,0,0,0,0,0,0,1
634,0,0,0,0,0,0,1
635,0,0,0,0,0,0,1
636,0,0,0,0,0,0,1
637,0,0,0,0,0,0,1
638,0,0,0,0,0,0,1
639,0,0,0,0,0,0,1
640,0,0,0,0,0,0,1
641,0,0,0,0,0,0,1
642,0,0,0,0,0,0,1
643,0,0,0,0,0,0,1
644,0,0,0,0,0,0,1
645,0,0,0,0,0,0,1
646,0,0,0,0,0,0,1
647,0,0,0,0,0,0,1
648,0,0,0,0,0,0,1
649,0,0,0,0,0,0,1
650,0,0,0,0,0,0,1
651,0,0,0,0,0,0,1
652,0,0,0,0,0,0,1
653,0,0,0,0,0,0,1
654,0,0,0,0,0,0,1
655,0,0,0,0,0,0,1
656,0,0,0,0,0,0,1
657,0,0,0,0,0,0,1
658,0,0,0,0,0,0,1
659,0,0,0,0,0,0,1
660,0,0,0,0,0,0,1
661,0,0,0,0,0,0,1
662,0,0,0,0,0,0,1
663,0,0,0,0,0,0,1
664,0,0,0,0,0,0,1
665,0,0,0,0,0,0,1
666,0,0,0,0,0,0,1
667,0,0,0,0,0,0,1
668,0,0,0,0,0,0,1
669,0,0,0,0,0,0,1
670,0,0,0,0,0,0,1
671,0,0,0,0,0,0,1
672,0,0,0,0,0,0,1
673,0,0,0,0,0,0,1
674,0,0,0,0,0,0,1
675,0,0,0,0,0,0,1
676,0,0,0,0,0,0,1
677,0,0,0,0,0,0,1
678,0,0,0,0,0,0,1
679,0,0,0,0,0,0,1
680,0,0,0,0,0,0,1
681,0,0,0,0,0,0,1
682,0,0,0,0,0,0,1
683,0,0,0,0,0,0,1
684,0,0,0,0,0,0,1
685,0,0,0,0,0,0,1
686,0,0,0,0,0,0,1
687,0,0,0,0,0,0,1
688,0,0,0,0,0,0,1
689,0,0,0,0,0,0,1
690,0,0,0,0,0,0,1
691,0,0,0,0,0,0,1
692,0,0,0,0,0,0,1
693,0,0,0,0,0,0,1
694,0,0,0,0,0,0,1
695,0,0,0,0,0,0,1
696,0,0,0,0,0,0,1
697,0,0,0,0,0,0,1
698,0,0,0,0,0,0,1
699,0,0,0,0,0,0,1
700,0,0,0,0,0,0,1
701,0,0,0,0,0,0,1
702,0,0,0,0,0,0,1
703,0,0,0,0,0,0,1
704,0,0,0,0,0,0,1
705,0,0,0,0,0,0,1
706,0,0,0,0,0,0,1
707,0,0,0,0,0,0,1
708,0,0,0,0,0,0,1
709,0,0,0,0,0,0,1
710,0,0,0,0,0,0,1
711,0,0,0,0,0,0,1
712,0,0,0,0,0,0,1
713,0,0,0,0,0,0,1
714,0,0,0,0,0,0,1
715,0,0,0,0,0,0,1
716,0,0,0,0,0,0,1
717,0,0,0,0,0,0,1
718,0,0,0,0,0,0,1
719,0,0,0,0,0,0,1
720,0,0,0,0,0,0,1
